schema_name,table_name,owner,table_type
risk,test_tmp_all_txn_history_from_chargeback_phones_normalized_and_declines,bizops_etl_user,table
risk,test_tmp_all_txn_history_from_chargeback_phones_raw_and_declines,bizops_etl_user,table
risk,themp_dr_trusted_devices_drop103118,diana_rodriguez,table
risk,threatmatrix_device_fingerprint,finance,table
risk,threshold_config_analytics_051017,diana_rodriguez,table
risk,timestampcheck,master,table
risk,tmp_all_txn_history_from_chargeback_phones_1_2016,alejandra_camacho,table
risk,tmp_all_txn_history_from_chargeback_phones_2_2016,alejandra_camacho,table
risk,tmp_emails_with_chargebacks_2016,alejandra_camacho,table
risk,tmp_good_devices_ipaddresses_emails,bizops_etl_user,table
risk,tmp_pb_fc_person_by_email_raw_data_december,peter_belanger,table
risk,tmp_pb_test_s3,peter_belanger,table
risk,tmp_phones_with_chargebacks_2016,alejandra_camacho,table
risk,twd_enfamil_daily_promo_declines,tim_davis,table
risk,twd_enfamil_daily_promo_log,tim_davis,table
risk,twd_enfamil_daily_promo_log_bk,tim_davis,table
risk,twd_fraud_cb_dev_curve,tim_davis,table
risk,unblacklisting_devices_stats,peter_belanger,table
risk,unblacklisting_emails_stats,peter_belanger,table
risk,us_zips_mapping,diana_rodriguez,table
risk,whitelist_activity_table,pavan,table
risk,whitepage_claims_data_test,pavan,table
risk,wish_adyen_prior_to_april2017_keep,diana_rodriguez,table
risk,wish_tmx_proxy_feature_112019,model_pipeline,table
risk,wmx_3p,master,table
risk,wmx_3p_backfill_scores,master,table
risk,wmx_bin_last_four,master,table
risk,wmx_feat_gen_1,master,table
risk,wmx_feat_gen_2,master,table
risk,wmx_feat_gen_3,master,table
risk,wmx_features_pilot_2019_pt1of3,master,table
risk,wmx_features_pilot_2019_pt2of3,master,table
risk,wmx_more_features,master,table
risk,wmx_score_distro,master,table
risk,wmx_v2_txns,master,table
risk,wp_data_for_cbs,diana_rodriguez,table
risk,wp_data_for_cbs_2,diana_rodriguez,table
risk,wp_data_for_cbs_2_copyincase,diana_rodriguez,table
risk,wp_data_for_cbs_supp1,diana_rodriguez,table
risk,wp_identity_check_data_for_cbs_keep,pavan,table
risk,yg_intl_general_threshold_group_0409,model_pipeline,table
risk,yg_intl_general_threshold_group_no_dup_0409,model_pipeline,table
risk,yg_wish_experiment_sample_2019,model_pipeline,table
salesforce,account,bizops_etl_user,table
salesforce,schema_version,bizops_etl_user,table
salesforce,sf_account,finance,table
salesforce,sf_account_history,bizops_etl_user,table
salesforce,sf_account_history_temp,bizops_etl_user,table
salesforce,sf_account_temp,bizops_etl_user,table
salesforce,sf_billing_adjustment,finance,table
salesforce,sf_billing_adjustment_temp,bizops_etl_user,table
salesforce,sf_campaign,master,table
salesforce,sf_campaign_cost,master,table
salesforce,sf_campaign_cost_temp,bizops_etl_user,table
salesforce,sf_campaign_member,master,table
salesforce,sf_campaign_member_temp,bizops_etl_user,table
salesforce,sf_campaign_temp,bizops_etl_user,table
salesforce,sf_case,bizops_etl_user,table
salesforce,sf_case_temp,bizops_etl_user,table
salesforce,sf_commission_member,master,table
salesforce,sf_commission_member_relationship,master,table
salesforce,sf_commission_member_relationship_temp,bizops_etl_user,table
salesforce,sf_commission_member_temp,bizops_etl_user,table
salesforce,sf_commission_plan,master,table
salesforce,sf_commission_plan_member,finance,table
salesforce,sf_commission_plan_member_temp,bizops_etl_user,table
salesforce,sf_commission_plan_rate,finance,table
salesforce,sf_commission_plan_rate_temp,bizops_etl_user,table
salesforce,sf_commission_plan_temp,bizops_etl_user,table
salesforce,sf_commission_spiff,master,table
salesforce,sf_commission_spiff_temp,bizops_etl_user,table
salesforce,sf_contact,finance,table
salesforce,sf_contact_temp,bizops_etl_user,table
salesforce,sf_docusign_envelope_recipient,bizops_etl_user,table
salesforce,sf_docusign_envelope_recipient_temp,bizops_etl_user,table
salesforce,sf_docusign_status,bizops_etl_user,table
salesforce,sf_docusign_status_temp,bizops_etl_user,table
salesforce,sf_failed_invoice,finance,table
salesforce,sf_failed_invoice_temp,bizops_etl_user,table
salesforce,sf_opportunity,finance,table
salesforce,sf_opportunity_contact_role,finance,table
salesforce,sf_opportunity_line_item,finance,table
salesforce,sf_opportunity_line_item_temp,bizops_etl_user,table
salesforce,sf_opportunity_temp,bizops_etl_user,table
salesforce,sf_price_book_entry,finance,table
salesforce,sf_price_book_entry_temp,bizops_etl_user,table
salesforce,sf_product,finance,table
salesforce,sf_product_temp,bizops_etl_user,table
salesforce,sf_record_type,finance,table
salesforce,sf_record_type_temp,bizops_etl_user,table
salesforce,sf_storefront,finance,table
salesforce,sf_storefront_temp,bizops_etl_user,table
salesforce,sf_task,bizops_etl_user,table
salesforce,sf_task_old,bizops_etl_user,table
salesforce,sf_task_temp,bizops_etl_user,table
salesforce,sf_task_temp_old,bizops_etl_user,table
salesforce,sf_user,finance,table
salesforce,sf_user_temp,bizops_etl_user,table
scratch_area,cbr_non_bps_priced_customers,master,table
scratch_area,cost_of_sales,master,table
scratch_area,customer_segment,master,table
scratch_area,data_costs,master,table
scratch_area,hosting_costs,master,table
scratch_area,magento_profit_share_teams,master,table
scratch_area,payout_schedule,master,table
scratch_area,payout_schedule_unique,master,table
scratch_area,seasonality_curve,master,table
scratch_area,tableau_menu,master,table
vacuum_config,exclude_schemas,master,table
vacuum_config,exclude_tables,master,table
walmart,actualuploadedrows,master,table
walmart,canonical_orders,master,table
walmart,canonical_orders_to_enrich,master,view
walmart,chargeback_level,master,table
walmart,chargebacks_jf_test,finance,table
walmart,idstoenrich,master,table
walmart,idstoenrich2,master,table
walmart,idstoenrich3,master,table
walmart,idstoenrich4,master,table
walmart,item_amount,finance,table
walmart,item_level,master,table
walmart,order_level,master,table
walmart,uniqueuploadedrows,master,table
walmart,uploadedrows,master,table
walmart,uploadedrows1,master,table
